Fecha,Blue,Oficial
2007-07-10,3.115,3.11
2007-07-11,3.115,3.1
2007-07-12,3.12,3.1
2007-07-13,3.1225,3.1
2007-07-16,3.125,3.1
2007-07-17,3.135,3.1
2007-07-18,3.14,3.1
2007-07-19,3.1425,3.1
2007-07-20,3.145,3.11
2007-07-23,3.1525,3.12
2007-07-24,3.1825,3.14
2007-07-25,3.205,3.17
2007-07-26,3.1825,3.15
2007-07-27,3.175,3.12
2007-07-30,3.1775,3.12
2007-07-31,3.1725,3.12
2007-08-01,3.1775,3.13
2007-08-02,3.1825,3.13
2007-08-03,3.185,3.14
2007-08-06,3.185,3.14
2007-08-07,3.185,3.14
2007-08-08,3.1825,3.14
2007-08-09,3.195,3.14
2007-08-10,3.195,3.15
2007-08-13,3.185,3.14
2007-08-14,3.195,3.15
2007-08-15,3.2075,3.15
2007-08-16,3.2225,3.17
2007-08-17,3.205,3.15
2007-08-21,3.1975,3.16
2007-08-22,3.2075,3.16
2007-08-23,3.23,3.17
2007-08-24,3.2275,3.17
2007-08-27,3.2275,3.17
2007-08-28,3.2275,3.17
2007-08-29,3.2375,3.16
2007-08-30,3.2325,3.16
2007-08-31,3.22,3.16
2007-09-03,3.215,3.16
2007-09-04,3.22,3.16
2007-09-05,3.2175,3.17
2007-09-06,3.215,3.16
2007-09-07,3.215,3.16
2007-09-10,3.205,3.16
2007-09-11,3.205,3.15
2007-09-12,3.21,3.14
2007-09-13,3.205,3.13
2007-09-14,3.1975,3.13
2007-09-17,3.1925,3.14
2007-09-18,3.1975,3.14
2007-09-19,3.1975,3.13
2007-09-20,3.2,3.13
2007-09-21,3.1925,3.14
2007-09-24,3.1875,3.15
2007-09-25,3.195,3.15
2007-09-26,3.195,3.15
2007-09-27,3.1975,3.15
2007-09-28,3.195,3.15
2007-10-01,3.1875,3.15
2007-10-02,3.1875,3.15
2007-10-03,3.195,3.15
2007-10-04,3.1975,3.15
2007-10-05,3.1925,3.16
2007-10-08,3.19,3.16
2007-10-09,3.1975,3.16
2007-10-10,3.2,3.16
2007-10-11,3.2,3.16
2007-10-12,3.205,3.16
2007-10-16,3.2025,3.16
2007-10-17,3.2075,3.16
2007-10-18,3.225,3.16
2007-10-19,3.2075,3.16
2007-10-22,3.21,3.17
2007-10-23,3.22,3.17
2007-10-24,3.23,3.18
2007-10-25,3.225,3.18
2007-10-26,3.215,3.17
2007-10-29,3.1975,3.16
2007-10-30,3.1925,3.15
2007-10-31,3.1925,3.15
2007-11-01,3.185,3.14
2007-11-02,3.17,3.13
2007-11-05,3.165,3.13
2007-11-07,3.1625,3.13
2007-11-08,3.1575,3.12
2007-11-09,3.165,3.13
2007-11-12,3.1575,3.13
2007-11-13,3.1625,3.13
2007-11-14,3.1625,3.13
2007-11-15,3.1575,3.13
2007-11-16,3.155,3.13
2007-11-19,3.1525,3.13
2007-11-20,3.1575,3.13
2007-11-21,3.1625,3.14
2007-11-22,3.1675,3.14
2007-11-23,3.17,3.14
2007-11-26,3.165,3.14
2007-11-27,3.17,3.15
2007-11-28,3.1675,3.15
2007-11-29,3.1625,3.15
2007-11-30,3.1575,3.14
2007-12-03,3.15,3.14
2007-12-04,3.155,3.14
2007-12-05,3.1575,3.13
2007-12-06,3.155,3.13
2007-12-07,3.1525,3.13
2007-12-10,3.1525,3.14
2007-12-11,3.1475,3.14
2007-12-12,3.1475,3.14
2007-12-13,3.165,3.14
2007-12-14,3.1675,3.14
2007-12-17,3.165,3.14
2007-12-18,3.16,3.14
2007-12-19,3.16,3.14
2007-12-20,3.16,3.13
2007-12-21,3.155,3.14
2007-12-26,3.1675,3.14
2007-12-27,3.1725,3.15
2007-12-28,3.1725,3.15
2008-01-02,3.165,3.15
2008-01-03,3.1725,3.14
2008-01-04,3.1725,3.14
2008-01-07,3.175,3.14
2008-01-08,3.175,3.13
2008-01-09,3.1725,3.13
2008-01-10,3.1725,3.13
2008-01-11,3.17,3.13
2008-01-14,3.175,3.13
2008-01-15,3.1725,3.14
2008-01-16,3.1725,3.14
2008-01-17,3.18,3.15
2008-01-18,3.18,3.15
2008-01-21,3.185,3.16
2008-01-22,3.185,3.16
2008-01-23,3.1875,3.16
2008-01-24,3.185,3.15
2008-01-25,3.18,3.15
2008-01-28,3.185,3.15
2008-01-29,3.18,3.15
2008-01-30,3.1725,3.15
2008-01-31,3.1725,3.16
2008-02-01,3.17,3.15
2008-02-04,3.17,3.15
2008-02-05,3.1725,3.16
2008-02-06,3.18,3.17
2008-02-07,3.175,3.17
2008-02-08,3.17,3.17
2008-02-11,3.1675,3.17
2008-02-12,3.1725,3.16
2008-02-13,3.18,3.16
2008-02-14,3.1775,3.15
2008-02-15,3.1775,3.15
2008-02-18,3.175,3.15
2008-02-19,3.175,3.15
2008-02-20,3.1825,3.15
2008-02-21,3.1825,3.15
2008-02-22,3.1775,3.15
2008-02-25,3.175,3.16
2008-02-26,3.1775,3.16
2008-02-27,3.185,3.16
2008-02-28,3.1875,3.16
2008-02-29,3.185,3.16
2008-03-03,3.175,3.16
2008-03-04,3.1725,3.16
2008-03-05,3.1775,3.15
2008-03-06,3.175,3.15
2008-03-07,3.1725,3.15
2008-03-10,3.1725,3.16
2008-03-11,3.1725,3.15
2008-03-12,3.1725,3.15
2008-03-13,3.18,3.15
2008-03-14,3.185,3.14
2008-03-17,3.185,3.15
2008-03-18,3.185,3.15
2008-03-19,3.175,3.15
2008-03-25,3.1775,3.16
2008-03-26,3.1925,3.17
2008-03-27,3.1975,3.17
2008-03-28,3.185,3.16
2008-03-31,3.1875,3.17
2008-04-01,3.1875,3.17
2008-04-03,3.185,3.16
2008-04-04,3.185,3.16
2008-04-07,3.1825,3.16
2008-04-08,3.1825,3.16
2008-04-09,3.185,3.16
2008-04-10,3.1975,3.16
2008-04-11,3.19,3.15
2008-04-14,3.1825,3.15
2008-04-15,3.19,3.16
2008-04-16,3.1975,3.16
2008-04-17,3.225,3.17
2008-04-18,3.2075,3.17
2008-04-21,3.215,3.17
2008-04-22,3.23,3.18
2008-04-23,3.245,3.18
2008-04-24,3.25,3.18
2008-04-25,3.2525,3.18
2008-04-28,3.2325,3.17
2008-04-29,3.2325,3.17
2008-04-30,3.2325,3.16
2008-05-02,3.2275,3.17
2008-05-05,3.225,3.17
2008-05-06,3.2325,3.18
2008-05-07,3.245,3.18
2008-05-08,3.255,3.18
2008-05-09,3.27,3.18
2008-05-12,3.275,3.18
2008-05-13,3.2725,3.17
2008-05-14,3.2625,3.16
2008-05-15,3.255,3.16
2008-05-16,3.2375,3.16
2008-05-19,3.215,3.14
2008-05-20,3.2125,3.14
2008-05-21,3.2125,3.13
2008-05-22,3.2225,3.13
2008-05-23,3.225,3.14
2008-05-26,3.215,3.14
2008-05-27,3.21,3.13
2008-05-28,3.2,3.12
2008-05-29,3.195,3.11
2008-05-30,3.1825,3.1
2008-06-02,3.155,3.09
2008-06-03,3.15,3.07
2008-06-04,3.1625,3.06
2008-06-05,3.1525,3.06
2008-06-06,3.155,3.06
2008-06-09,3.15,3.06
2008-06-10,3.1425,3.06
2008-06-11,3.1275,3.06
2008-06-12,3.13,3.05
2008-06-13,3.1225,3.05
2008-06-17,3.1275,3.03
2008-06-18,3.12,3.03
2008-06-19,3.11,3.03
2008-06-20,3.1,3.02
2008-06-23,3.08,3.02
2008-06-24,3.0625,3.01
2008-06-25,3.08,3.02
2008-06-26,3.0875,3.02
2008-06-27,3.085,3.02
2008-06-30,3.06,3.02
2008-07-01,3.045,3.02
2008-07-02,3.06,3.02
2008-07-03,3.065,3.03
2008-07-04,3.0525,3.03
2008-07-07,3.0525,3.02
2008-07-08,3.0575,3.01
2008-07-10,3.065,3.02
2008-07-11,3.0775,3.02
2008-07-14,3.075,3.03
2008-07-15,3.065,3.02
2008-07-16,3.085,3.03
2008-07-17,3.08,3.02
2008-07-18,3.08,3.02
2008-07-21,3.075,3.02
2008-07-22,3.07,3.03
2008-07-23,3.0625,3.02
2008-07-24,3.0675,3.02
2008-07-25,3.07,3.02
2008-07-28,3.07,3.02
2008-07-29,3.0675,3.02
2008-07-30,3.06,3.03
2008-07-31,3.0675,3.03
2008-08-01,3.06,3.04
2008-08-04,3.0575,3.04
2008-08-05,3.06,3.04
2008-08-06,3.0625,3.04
2008-08-07,3.065,3.05
2008-08-08,3.0775,3.05
2008-08-11,3.07,3.04
2008-08-12,3.0775,3.03
2008-08-13,3.08,3.04
2008-08-14,3.0825,3.03
2008-08-15,3.0725,3.03
2008-08-19,3.065,3.03
2008-08-20,3.065,3.03
2008-08-21,3.0725,3.03
2008-08-22,3.07,3.02
2008-08-25,3.07,3.02
2008-08-26,3.07,3.03
2008-08-27,3.07,3.03
2008-08-28,3.07,3.03
2008-08-29,3.065,3.03
2008-09-01,3.0575,3.03
2008-09-02,3.0625,3.03
2008-09-03,3.0725,3.05
2008-09-04,3.075,3.04
2008-09-05,3.0725,3.04
2008-09-08,3.0725,3.04
2008-09-09,3.0825,3.05
2008-09-10,3.13,3.07
2008-09-11,3.1225,3.09
2008-09-12,3.1225,3.08
2008-09-15,3.1425,3.09
2008-09-16,3.1675,3.09
2008-09-17,3.175,3.1
2008-09-18,3.2,3.11
2008-09-19,3.16,3.11
2008-09-22,3.1425,3.11
2008-09-23,3.15,3.1
2008-09-24,3.1575,3.1
2008-09-25,3.1525,3.11
2008-09-26,3.1475,3.12
2008-09-29,3.1425,3.12
2008-09-30,3.155,3.13
2008-10-01,3.16,3.14
2008-10-02,3.1725,3.14
2008-10-03,3.175,3.16
2008-10-06,3.2425,3.2
2008-10-07,3.32,3.21
2008-10-08,3.3,3.22
2008-10-09,3.33,3.23
2008-10-10,3.37,3.26
2008-10-14,3.255,3.21
2008-10-15,3.29,3.2
2008-10-16,3.325,3.2
2008-10-17,3.315,3.21
2008-10-20,3.285,3.22
2008-10-21,3.3,3.22
2008-10-22,3.3,3.22
2008-10-23,3.355,3.24
2008-10-24,3.435,3.26
2008-10-27,3.395,3.29
2008-10-28,3.45,3.31
2008-10-29,3.47,3.38
2008-10-30,3.475,3.36
2008-10-31,3.48,3.38
2008-11-03,3.43,3.38
2008-11-04,3.38,3.37
2008-11-05,3.395,3.3
2008-11-07,3.345,3.31
2008-11-10,3.32,3.3
2008-11-11,3.33,3.3
2008-11-12,3.38,3.3
2008-11-13,3.385,3.31
2008-11-14,3.37,3.31
2008-11-17,3.3625,3.32
2008-11-18,3.37,3.32
2008-11-19,3.375,3.33
2008-11-20,3.38,3.33
2008-11-21,3.3775,3.33
2008-11-24,3.3775,3.34
2008-11-25,3.38,3.34
2008-11-26,3.395,3.35
2008-11-27,3.41,3.36
2008-11-28,3.415,3.37
2008-12-01,3.4075,3.38
2008-12-02,3.425,3.39
2008-12-03,3.47,3.4
2008-12-04,3.5,3.43
2008-12-05,3.505,3.45
2008-12-09,3.4975,3.44
2008-12-10,3.465,3.42
2008-12-11,3.475,3.41
2008-12-12,3.4725,3.42
2008-12-15,3.4725,3.43
2008-12-16,3.4725,3.42
2008-12-17,3.465,3.4
2008-12-18,3.4725,3.41
2008-12-19,3.47,3.41
2008-12-22,3.46,3.42
2008-12-23,3.45,3.43
2008-12-24,3.455,3.44
2008-12-26,3.495,3.44
2008-12-29,3.52,3.44
2008-12-30,3.54,3.45
2008-12-31,3.54,3.45
2009-01-02,3.5375,3.45
2009-01-05,3.515,3.46
2009-01-06,3.54,3.45
2009-01-07,3.5525,3.46
2009-01-08,3.54,3.45
2009-01-09,3.535,3.45
2009-01-12,3.52,3.45
2009-01-13,3.52,3.45
2009-01-14,3.5325,3.45
2009-01-15,3.535,3.45
2009-01-16,3.525,3.45
2009-01-19,3.5125,3.46
2009-01-20,3.515,3.46
2009-01-21,3.51,3.47
2009-01-22,3.52,3.47
2009-01-23,3.52,3.48
2009-01-26,3.525,3.48
2009-01-27,3.5325,3.48
2009-01-28,3.545,3.49
2009-01-29,3.5525,3.49
2009-01-30,3.545,3.49
2009-02-02,3.53,3.49
2009-02-03,3.535,3.5
2009-02-04,3.5475,3.5
2009-02-05,3.555,3.49
2009-02-06,3.5475,3.49
2009-02-09,3.55,3.49
2009-02-10,3.54,3.49
2009-02-11,3.535,3.49
2009-02-12,3.5475,3.49
2009-02-13,3.545,3.49
2009-02-16,3.54,3.5
2009-02-17,3.5475,3.5
2009-02-18,3.565,3.51
2009-02-19,3.61,3.52
2009-02-20,3.625,3.54
2009-02-23,3.6525,3.54
2009-02-24,3.675,3.55
2009-02-25,3.68,3.55
2009-02-26,3.6475,3.56
2009-02-27,3.64,3.56
2009-03-02,3.665,3.59
2009-03-03,3.6975,3.61
2009-03-04,3.7275,3.61
2009-03-05,3.725,3.62
2009-03-06,3.72,3.63
2009-03-09,3.72,3.64
2009-03-10,3.72,3.64
2009-03-11,3.7275,3.64
2009-03-12,3.7375,3.65
2009-03-13,3.735,3.65
2009-03-16,3.735,3.65
2009-03-17,3.735,3.65
2009-03-18,3.7475,3.65
2009-03-19,3.745,3.66
2009-03-20,3.7525,3.65
2009-03-23,3.7675,3.67
2009-03-25,3.765,3.69
2009-03-26,3.7875,3.69
2009-03-27,3.8175,3.71
2009-03-30,3.8175,3.72
2009-03-31,3.7925,3.71
2009-04-01,3.775,3.72
2009-04-03,3.75,3.7
2009-04-06,3.7025,3.68
2009-04-07,3.71,3.67
2009-04-08,3.72,3.68
2009-04-13,3.695,3.68
2009-04-14,3.715,3.68
2009-04-15,3.7225,3.68
2009-04-16,3.73,3.68
2009-04-17,3.735,3.68
2009-04-20,3.725,3.69
2009-04-21,3.7275,3.69
2009-04-22,3.7425,3.7
2009-04-23,3.7425,3.7
2009-04-24,3.745,3.7
2009-04-27,3.74,3.7
2009-04-28,3.745,3.71
2009-04-29,3.7475,3.72
2009-04-30,3.7425,3.72
2009-05-04,3.735,3.69
2009-05-05,3.73,3.69
2009-05-06,3.735,3.7
2009-05-07,3.745,3.72
2009-05-08,3.7475,3.72
2009-05-11,3.75,3.72
2009-05-12,3.7575,3.72
2009-05-13,3.77,3.72
2009-05-14,3.785,3.73
2009-05-15,3.775,3.73
2009-05-18,3.77,3.73
2009-05-19,3.79,3.73
2009-05-20,3.7975,3.73
2009-05-21,3.8,3.73
2009-05-22,3.805,3.74
2009-05-26,3.7975,3.74
2009-05-27,3.785,3.74
2009-05-28,3.8025,3.74
2009-05-29,3.8125,3.75
2009-06-01,3.8075,3.75
2009-06-02,3.805,3.74
2009-06-03,3.805,3.74
2009-06-04,3.81,3.74
2009-06-05,3.8075,3.75
2009-06-08,3.8075,3.76
2009-06-09,3.81,3.76
2009-06-10,3.8175,3.76
2009-06-11,3.8375,3.76
2009-06-12,3.845,3.76
2009-06-16,3.8425,3.77
2009-06-17,3.845,3.77
2009-06-18,3.86,3.77
2009-06-19,3.885,3.77
2009-06-22,3.8975,3.78
2009-06-23,3.9,3.79
2009-06-24,3.8875,3.79
2009-06-25,3.89,3.8
2009-06-26,3.8875,3.8
2009-06-29,3.84,3.79
2009-06-30,3.8375,3.8
2009-07-01,3.845,3.8
2009-07-02,3.86,3.8
2009-07-03,3.845,3.8
2009-07-06,3.83,3.81
2009-07-07,3.835,3.8
2009-07-08,3.8425,3.81
2009-07-13,3.835,3.81
2009-07-14,3.8425,3.81
2009-07-15,3.86,3.81
2009-07-16,3.8775,3.81
2009-07-17,3.88,3.81
2009-07-20,3.865,3.81
2009-07-21,3.875,3.81
2009-07-22,3.8825,3.81
2009-07-23,3.885,3.81
2009-07-24,3.885,3.81
2009-07-27,3.875,3.81
2009-07-28,3.8625,3.81
2009-07-29,3.865,3.82
2009-07-30,3.875,3.83
2009-07-31,3.87,3.83
2009-08-03,3.865,3.83
2009-08-04,3.8625,3.82
2009-08-05,3.8575,3.82
2009-08-06,3.845,3.82
2009-08-07,3.8475,3.83
2009-08-10,3.8425,3.83
2009-08-11,3.845,3.83
2009-08-12,3.8525,3.83
2009-08-13,3.865,3.84
2009-08-14,3.8625,3.84
2009-08-18,3.865,3.84
2009-08-19,3.88,3.85
2009-08-20,3.885,3.85
2009-08-21,3.8825,3.85
2009-08-24,3.8725,3.85
2009-08-25,3.86,3.85
2009-08-26,3.8625,3.85
2009-08-27,3.86,3.85
2009-08-28,3.8575,3.85
2009-08-31,3.845,3.85
2009-09-01,3.8525,3.85
2009-09-02,3.86,3.85
2009-09-03,3.8675,3.85
2009-09-04,3.8475,3.85
2009-09-07,3.8425,3.85
2009-09-08,3.8425,3.85
2009-09-09,3.8425,3.85
2009-09-10,3.8625,3.85
2009-09-11,3.8625,3.85
2009-09-14,3.8575,3.85
2009-09-15,3.845,3.83
2009-09-16,3.8475,3.83
2009-09-17,3.8575,3.83
2009-09-18,3.8575,3.84
2009-09-21,3.8575,3.84
2009-09-22,3.8575,3.83
2009-09-23,3.8675,3.84
2009-09-24,3.8675,3.84
2009-09-25,3.8675,3.84
2009-09-28,3.8575,3.84
2009-09-29,3.8525,3.84
2009-09-30,3.8425,3.84
2009-10-01,3.8425,3.84
2009-10-02,3.8425,3.85
2009-10-05,3.835,3.84
2009-10-06,3.825,3.83
2009-10-07,3.835,3.83
2009-10-08,3.8375,3.83
2009-10-09,3.8275,3.83
2009-10-13,3.8275,3.82
2009-10-14,3.825,3.82
2009-10-15,3.8225,3.82
2009-10-16,3.83,3.82
2009-10-19,3.825,3.82
2009-10-20,3.825,3.82
2009-10-21,3.8425,3.82
2009-10-22,3.8425,3.82
2009-10-23,3.8325,3.82
2009-10-26,3.83,3.82
2009-10-27,3.83,3.82
2009-10-28,3.835,3.82
2009-10-29,3.8325,3.82
2009-10-30,3.82,3.82
2009-11-02,3.81,3.82
2009-11-03,3.805,3.82
2009-11-04,3.805,3.82
2009-11-05,3.795,3.82
2009-11-09,3.7925,3.82
2009-11-10,3.795,3.82
2009-11-11,3.8025,3.81
2009-11-12,3.81,3.81
2009-11-13,3.8175,3.81
2009-11-16,3.82,3.81
2009-11-17,3.83,3.82
2009-11-18,3.84,3.81
2009-11-19,3.84,3.81
2009-11-20,3.825,3.8
2009-11-23,3.82,3.8
2009-11-24,3.82,3.8
2009-11-25,3.82,3.8
2009-11-26,3.82,3.81
2009-11-27,3.8175,3.81
2009-11-30,3.8025,3.81
2009-12-01,3.8025,3.81
2009-12-02,3.81,3.81
2009-12-03,3.81,3.81
2009-12-04,3.805,3.81
2009-12-07,3.8025,3.81
2009-12-09,3.8025,3.8
2009-12-10,3.805,3.8
2009-12-11,3.805,3.8
2009-12-14,3.815,3.81
2009-12-15,3.8325,3.82
2009-12-16,3.85,3.81
2009-12-17,3.8475,3.81
2009-12-18,3.835,3.82
2009-12-21,3.8325,3.81
2009-12-22,3.8425,3.81
2009-12-23,3.8375,3.8
2009-12-24,3.8375,3.79
2009-12-28,3.8475,3.79
2009-12-29,3.865,3.82
2009-12-30,3.8625,3.82
2009-12-31,3.86,3.8
2010-01-04,3.86,3.8
2010-01-05,3.86,3.8
2010-01-06,3.875,3.81
2010-01-07,3.8675,3.8
2010-01-08,3.8725,3.8
2010-01-11,3.87,3.8
2010-01-12,3.87,3.79
2010-01-13,3.885,3.8
2010-01-14,3.89,3.8
2010-01-15,3.885,3.8
2010-01-18,3.8675,3.8
2010-01-19,3.8775,3.8
2010-01-20,3.8775,3.8
2010-01-21,3.8775,3.81
2010-01-22,3.8775,3.81
2010-01-25,3.875,3.81
2010-01-26,3.8875,3.81
2010-01-27,3.9,3.82
2010-01-28,3.89,3.82
2010-01-29,3.88,3.82
2010-02-01,3.8875,3.84
2010-02-02,3.905,3.83
2010-02-03,3.91,3.83
2010-02-04,3.92,3.84
2010-02-05,3.91,3.84
2010-02-08,3.9,3.84
2010-02-09,3.9075,3.84
2010-02-10,3.925,3.85
2010-02-11,3.93,3.85
2010-02-12,3.935,3.85
2010-02-15,3.935,3.86
2010-02-16,3.9425,3.86
2010-02-17,3.945,3.86
2010-02-18,3.95,3.86
2010-02-19,3.94,3.86
2010-02-22,3.925,3.86
2010-02-23,3.925,3.87
2010-02-24,3.9325,3.86
2010-02-25,3.93,3.86
2010-02-26,3.925,3.86
2010-03-01,3.9,3.86
2010-03-02,3.905,3.86
2010-03-03,3.91,3.85
2010-03-04,3.91,3.86
2010-03-05,3.9075,3.86
2010-03-08,3.9,3.86
2010-03-09,3.9,3.86
2010-03-10,3.91,3.86
2010-03-11,3.9125,3.86
2010-03-12,3.9075,3.86
2010-03-15,3.9075,3.86
2010-03-16,3.9075,3.86
2010-03-17,3.91,3.86
2010-03-18,3.905,3.86
2010-03-19,3.9025,3.86
2010-03-22,3.9,3.86
2010-03-23,3.9,3.86
2010-03-25,3.9,3.87
2010-03-26,3.895,3.87
2010-03-29,3.8975,3.87
2010-03-30,3.8925,3.87
2010-03-31,3.885,3.88
2010-04-05,3.87,3.88
2010-04-06,3.8725,3.88
2010-04-07,3.895,3.88
2010-04-08,3.895,3.88
2010-04-09,3.8875,3.87
2010-04-12,3.885,3.88
2010-04-13,3.895,3.88
2010-04-14,3.9225,3.88
2010-04-15,3.9175,3.87
2010-04-16,3.92,3.87
2010-04-19,3.92,3.87
2010-04-20,3.915,3.87
2010-04-21,3.915,3.87
2010-04-22,3.915,3.87
2010-04-23,3.92,3.87
2010-04-26,3.915,3.87
2010-04-27,3.915,3.88
2010-04-28,3.9125,3.88
2010-04-29,3.9175,3.88
2010-04-30,3.9175,3.89
2010-05-03,3.9125,3.89
2010-05-04,3.9125,3.89
2010-05-05,3.915,3.9
2010-05-06,3.9275,3.9
2010-05-07,3.925,3.9
2010-05-10,3.9225,3.89
2010-05-11,3.93,3.9
2010-05-12,3.935,3.9
2010-05-13,3.945,3.9
2010-05-14,3.945,3.9
2010-05-17,3.9375,3.9
2010-05-18,3.94,3.91
2010-05-19,3.955,3.91
2010-05-20,3.965,3.91
2010-05-21,3.9625,3.91
2010-05-26,3.955,3.91
2010-05-27,3.9575,3.91
2010-05-28,3.96,3.91
2010-05-31,3.965,3.93
2010-06-01,3.9775,3.93
2010-06-02,3.995,3.93
2010-06-03,3.9975,3.92
2010-06-04,4.0,3.92
2010-06-07,3.99,3.93
2010-06-08,4.0025,3.92
2010-06-09,4.01,3.92
2010-06-10,4.04,3.92
2010-06-11,4.01,3.92
2010-06-14,4.0,3.93
2010-06-15,4.0225,3.93
2010-06-16,4.02,3.93
2010-06-17,4.03,3.93
2010-06-18,4.0275,3.93
2010-06-22,4.0175,3.93
2010-06-23,4.0175,3.93
2010-06-24,4.025,3.93
2010-06-25,4.0175,3.93
2010-06-28,4.0025,3.93
2010-06-29,4.0025,3.93
2010-06-30,4.0075,3.93
2010-07-01,4.0075,3.93
2010-07-02,4.005,3.93
2010-07-05,3.995,3.94
2010-07-06,3.985,3.93
2010-07-07,3.98,3.94
2010-07-08,3.98,3.94
2010-07-12,3.9825,3.94
2010-07-13,4.005,3.94
2010-07-14,4.0025,3.93
2010-07-15,4.005,3.93
2010-07-16,4.01,3.94
2010-07-19,4.0125,3.93
2010-07-20,4.01,3.94
2010-07-21,4.01,3.93
2010-07-22,4.0175,3.93
2010-07-23,4.0175,3.93
2010-07-26,4.02,3.93
2010-07-27,4.025,3.93
2010-07-28,4.03,3.93
2010-07-29,4.03,3.94
2010-07-30,4.0275,3.94
2010-08-02,4.0175,3.94
2010-08-03,4.015,3.94
2010-08-04,4.005,3.93
2010-08-05,4.015,3.93
2010-08-06,3.9925,3.93
2010-08-09,3.995,3.93
2010-08-10,3.995,3.93
2010-08-11,4.0,3.93
2010-08-12,4.01,3.93
2010-08-13,4.015,3.93
2010-08-17,4.0075,3.93
2010-08-18,4.005,3.93
2010-08-19,4.005,3.94
2010-08-20,4.0025,3.94
2010-08-23,4.0025,3.94
2010-08-24,4.0175,3.94
2010-08-25,4.025,3.95
2010-08-26,4.025,3.94
2010-08-27,4.0175,3.94
2010-08-30,4.0075,3.94
2010-08-31,4.0075,3.95
2010-09-01,4.0025,3.95
2010-09-02,4.005,3.95
2010-09-03,4.0025,3.94
2010-09-06,3.995,3.95
2010-09-07,3.985,3.95
2010-09-08,3.99,3.95
2010-09-09,4.005,3.95
2010-09-10,4.0,3.95
2010-09-13,3.995,3.95
2010-09-14,4.005,3.95
2010-09-15,4.0075,3.95
2010-09-16,4.0075,3.95
2010-09-17,4.01,3.95
2010-09-20,4.005,3.95
2010-09-21,4.01,3.95
2010-09-22,4.015,3.95
2010-09-23,4.0275,3.95
2010-09-24,4.0275,3.96
2010-09-27,4.02,3.96
2010-09-28,4.025,3.97
2010-09-29,4.0325,3.97
2010-09-30,4.03,3.96
2010-10-01,4.0275,3.96
2010-10-04,4.0225,3.96
2010-10-05,4.015,3.96
2010-10-06,4.015,3.96
2010-10-07,4.0075,3.96
2010-10-08,4.0,3.96
2010-10-12,4.0025,3.96
2010-10-13,4.015,3.95
2010-10-14,4.0225,3.95
2010-10-15,4.025,3.95
2010-10-18,4.025,3.96
2010-10-19,4.0325,3.96
2010-10-20,4.0425,3.96
2010-10-21,4.0425,3.96
2010-10-22,4.04,3.96
2010-10-25,4.0375,3.96
2010-10-26,4.035,3.96
2010-10-28,4.04,3.96
2010-10-29,4.035,3.96
2010-11-01,4.03,3.96
2010-11-02,4.0375,3.96
2010-11-03,4.035,3.96
2010-11-04,4.035,3.96
2010-11-05,4.0225,3.96
2010-11-08,4.015,3.96
2010-11-09,4.015,3.96
2010-11-10,4.025,3.96
2010-11-11,4.04,3.96
2010-11-12,4.035,3.96
2010-11-15,4.025,3.97
2010-11-16,4.0375,3.97
2010-11-17,4.05,3.98
2010-11-18,4.055,3.97
2010-11-19,4.055,3.97
2010-11-23,4.05,3.97
2010-11-24,4.065,3.97
2010-11-25,4.07,3.97
2010-11-26,4.065,3.98
2010-11-29,4.06,3.98
2010-11-30,4.065,3.98
2010-12-01,4.0625,3.99
2010-12-02,4.0725,3.98
2010-12-03,4.0625,3.98
2010-12-06,4.04,3.98
2010-12-07,4.04,3.98
2010-12-09,4.035,3.98
2010-12-10,4.0425,3.98
2010-12-13,4.045,3.97
2010-12-14,4.0525,3.97
2010-12-15,4.0675,3.97
2010-12-16,4.0675,3.98
2010-12-17,4.075,3.98
2010-12-20,4.065,3.97
2010-12-21,4.0725,3.97
2010-12-22,4.075,3.97
2010-12-23,4.085,3.98
2010-12-27,4.09,3.98
2010-12-28,4.1075,3.99
2010-12-29,4.115,3.98
2010-12-30,4.1075,3.98
2011-01-03,4.11,3.97
2011-01-04,4.12,3.97
2011-01-05,4.1375,3.97
2011-01-06,4.1375,3.97
2011-01-07,4.12,3.97
2011-01-10,4.1125,3.98
2011-01-11,4.13,3.98
2011-01-12,4.13,3.98
2011-01-13,4.135,3.98
2011-01-14,4.135,3.98
2011-01-17,4.13,3.98
2011-01-18,4.145,3.98
2011-01-19,4.1475,3.98
2011-01-20,4.15,3.98
2011-01-21,4.145,3.98
2011-01-24,4.1425,3.98
2011-01-25,4.1425,3.99
2011-01-26,4.1475,3.99
2011-01-27,4.15,3.99
2011-01-28,4.15,4.0
2011-01-31,4.135,4.0
2011-02-01,4.1325,4.01
2011-02-02,4.1175,4.01
2011-02-03,4.115,4.01
2011-02-04,4.1175,4.02
2011-02-07,4.1175,4.02
2011-02-08,4.135,4.02
2011-02-09,4.135,4.02
2011-02-10,4.1375,4.02
2011-02-11,4.145,4.02
2011-02-14,4.1425,4.02
2011-02-15,4.1575,4.02
2011-02-16,4.1675,4.02
2011-02-17,4.1775,4.02
2011-02-18,4.1775,4.02
2011-02-21,4.1625,4.03
2011-02-22,4.1625,4.03
2011-02-23,4.165,4.03
2011-02-24,4.1725,4.03
2011-02-25,4.165,4.03
2011-02-28,4.1525,4.03
2011-03-01,4.1525,4.03
2011-03-02,4.1475,4.03
2011-03-03,4.1425,4.03
2011-03-04,4.1325,4.03
2011-03-09,4.115,4.03
2011-03-10,4.1125,4.03
